input,output,original_input,original_output,category_name,operations,spaced
c o u n t r y,Y R T N U O C,country,YRTNUOC,upper_reverse,uppercase+reverse,True
c o u r t,T R U O C,court,TRUOC,upper_reverse,uppercase+reverse,True
c o u s i n,N I S U O C,cousin,NISUOC,upper_reverse,uppercase+reverse,True
c r e a t e,E T A E R C,create,ETAERC,upper_reverse,uppercase+reverse,True
c r i s i s,S I S I R C,crisis,SISIRC,upper_reverse,uppercase+reverse,True
c r i t e r i o n,N O I R E T I R C,criterion,NOIRETIRC,upper_reverse,uppercase+reverse,True
c r i t i c i z e,E Z I C I T I R C,criticize,EZICITIRC,upper_reverse,uppercase+reverse,True
c r y,Y R C,cry,YRC,upper_reverse,uppercase+reverse,True
c u a t r o,O R T A U C,cuatro,ORTAUC,upper_reverse,uppercase+reverse,True
c u e r p o,O P R E U C,cuerpo,OPREUC,upper_reverse,uppercase+reverse,True
c u l t i v a t e,E T A V I T L U C,cultivate,ETAVITLUC,upper_reverse,uppercase+reverse,True
c u p,P U C,cup,PUC,upper_reverse,uppercase+reverse,True
c u r r i c u l u m,M U L U C I R R U C,curriculum,MULUCIRRUC,upper_reverse,uppercase+reverse,True
c œ u r,R U Œ C,cœur,RUŒC,upper_reverse,uppercase+reverse,True
d a n c e,E C N A D,dance,ECNAD,upper_reverse,uppercase+reverse,True
d a n c e r,R E C N A D,dancer,RECNAD,upper_reverse,uppercase+reverse,True
d a n s e,E S N A D,danse,ESNAD,upper_reverse,uppercase+reverse,True
d a t u m,M U T A D,datum,MUTAD,upper_reverse,uppercase+reverse,True
d a u g h t e r,R E T H G U A D,daughter,RETHGUAD,upper_reverse,uppercase+reverse,True
d a y,Y A D,day,YAD,upper_reverse,uppercase+reverse,True
d e c i d e,E D I C E D,decide,EDICED,upper_reverse,uppercase+reverse,True
d e c o r a t e,E T A R O C E D,decorate,ETAROCED,upper_reverse,uppercase+reverse,True
d e d a n s,S N A D E D,dedans,SNADED,upper_reverse,uppercase+reverse,True
d e d i c a t e,E T A C I D E D,dedicate,ETACIDED,upper_reverse,uppercase+reverse,True
d e e r,R E E D,deer,REED,upper_reverse,uppercase+reverse,True
d e f e a t,T A E F E D,defeat,TAEFED,upper_reverse,uppercase+reverse,True
d e h o r s,S R O H E D,dehors,SROHED,upper_reverse,uppercase+reverse,True
d e l e t e,E T E L E D,delete,ETELED,upper_reverse,uppercase+reverse,True
d e m a i n,N I A M E D,demain,NIAMED,upper_reverse,uppercase+reverse,True
d e m o n s t r a t e,E T A R T S N O M E D,demonstrate,ETARTSNOMED,upper_reverse,uppercase+reverse,True
d e n t r o,O R T N E D,dentro,ORTNED,upper_reverse,uppercase+reverse,True
d e p o r t e,E T R O P E D,deporte,ETROPED,upper_reverse,uppercase+reverse,True
d e r e c h o,O H C E R E D,derecho,OHCERED,upper_reverse,uppercase+reverse,True
d e r n i e r,R E I N R E D,dernier,REINRED,upper_reverse,uppercase+reverse,True
d e r r i è r e,E R È I R R E D,derrière,ERÈIRRED,upper_reverse,uppercase+reverse,True
d e s i g n a t e,E T A N G I S E D,designate,ETANGISED,upper_reverse,uppercase+reverse,True
d e t e r m i n e,E N I M R E T E D,determine,ENIMRETED,upper_reverse,uppercase+reverse,True
d e u x,X U E D,deux,XUED,upper_reverse,uppercase+reverse,True
d e v a n t,T N A V E D,devant,TNAVED,upper_reverse,uppercase+reverse,True
d e v i a t e,E T A I V E D,deviate,ETAIVED,upper_reverse,uppercase+reverse,True
d i e z,Z E I D,diez,ZEID,upper_reverse,uppercase+reverse,True
d i f f i c i l e,E L I C I F F I D,difficile,ELICIFFID,upper_reverse,uppercase+reverse,True
d i f f i c u l t,T L U C I F F I D,difficult,TLUCIFFID,upper_reverse,uppercase+reverse,True
d i f í c i l,L I C Í F I D,difícil,LICÍFID,upper_reverse,uppercase+reverse,True
d i r e c t o r,R O T C E R I D,director,ROTCERID,upper_reverse,uppercase+reverse,True
d i r t y,Y T R I D,dirty,YTRID,upper_reverse,uppercase+reverse,True
d i s h,H S I D,dish,HSID,upper_reverse,uppercase+reverse,True
d i x,X I D,dix,XID,upper_reverse,uppercase+reverse,True
d o c t o r,R O T C O D,doctor,ROTCOD,upper_reverse,uppercase+reverse,True
d o g,G O D,dog,GOD,upper_reverse,uppercase+reverse,True
d o m i n a t e,E T A N I M O D,dominate,ETANIMOD,upper_reverse,uppercase+reverse,True
d o o r,R O O D,door,ROOD,upper_reverse,uppercase+reverse,True
d o s,S O D,dos,SOD,upper_reverse,uppercase+reverse,True
d o w n,N W O D,down,NWOD,upper_reverse,uppercase+reverse,True
d r a w,W A R D,draw,WARD,upper_reverse,uppercase+reverse,True
d r i n k,K N I R D,drink,KNIRD,upper_reverse,uppercase+reverse,True
d r i v e,E V I R D,drive,EVIRD,upper_reverse,uppercase+reverse,True
d r i v e r,R E V I R D,driver,REVIRD,upper_reverse,uppercase+reverse,True
d r o i t,T I O R D,droit,TIORD,upper_reverse,uppercase+reverse,True
d u c h e s s,S S E H C U D,duchess,SSEHCUD,upper_reverse,uppercase+reverse,True
d u k e,E K U D,duke,EKUD,upper_reverse,uppercase+reverse,True
d w a r f,F R A W D,dwarf,FRAWD,upper_reverse,uppercase+reverse,True
d é b i l,L I B É D,débil,LIBÉD,upper_reverse,uppercase+reverse,True
d í a,A Í D,día,AÍD,upper_reverse,uppercase+reverse,True
e a r,R A E,ear,RAE,upper_reverse,uppercase+reverse,True
e a s y,Y S A E,easy,YSAE,upper_reverse,uppercase+reverse,True
e a t,T A E,eat,TAE,upper_reverse,uppercase+reverse,True
e a u,U A E,eau,UAE,upper_reverse,uppercase+reverse,True
e c h o,O H C E,echo,OHCE,upper_reverse,uppercase+reverse,True
e d u c a t e,E T A C U D E,educate,ETACUDE,upper_reverse,uppercase+reverse,True
e i g h t,T H G I E,eight,THGIE,upper_reverse,uppercase+reverse,True
e l f,F L E,elf,FLE,upper_reverse,uppercase+reverse,True
e l i m i n a t e,E T A N I M I L E,eliminate,ETANIMILE,upper_reverse,uppercase+reverse,True
e m p e r o r,R O R E P M E,emperor,ROREPME,upper_reverse,uppercase+reverse,True
e m p r e s s,S S E R P M E,empress,SSERPME,upper_reverse,uppercase+reverse,True
e m p t y,Y T P M E,empty,YTPME,upper_reverse,uppercase+reverse,True
e n d,D N E,end,DNE,upper_reverse,uppercase+reverse,True
e n f a n t,T N A F N E,enfant,TNAFNE,upper_reverse,uppercase+reverse,True
e n f e r m e r a,A R E M R E F N E,enfermera,AREMREFNE,upper_reverse,uppercase+reverse,True
e n g i n e e r,R E E N I G N E,engineer,REENIGNE,upper_reverse,uppercase+reverse,True
e s c a l a t e,E T A L A C S E,escalate,ETALACSE,upper_reverse,uppercase+reverse,True
e s c u e l a,A L E U C S E,escuela,ALEUCSE,upper_reverse,uppercase+reverse,True
e s p o s a,A S O P S E,esposa,ASOPSE,upper_reverse,uppercase+reverse,True
e s p o s o,O S O P S E,esposo,OSOPSE,upper_reverse,uppercase+reverse,True
e s t r e c h o,O H C E R T S E,estrecho,OHCERTSE,upper_reverse,uppercase+reverse,True
e s t r e l l a,A L L E R T S E,estrella,ALLERTSE,upper_reverse,uppercase+reverse,True
e s t u d i a n t e,E T N A I D U T S E,estudiante,ETNAIDUTSE,upper_reverse,uppercase+reverse,True
e v a l u a t e,E T A U L A V E,evaluate,ETAULAVE,upper_reverse,uppercase+reverse,True
e v a p o r a t e,E T A R O P A V E,evaporate,ETAROPAVE,upper_reverse,uppercase+reverse,True
e x a g g e r a t e,E T A R E G G A X E,exaggerate,ETAREGGAXE,upper_reverse,uppercase+reverse,True
e x a m i n e,E N I M A X E,examine,ENIMAXE,upper_reverse,uppercase+reverse,True
e x c i t e,E T I C X E,excite,ETICXE,upper_reverse,uppercase+reverse,True
e x e r c i s e,E S I C R E X E,exercise,ESICREXE,upper_reverse,uppercase+reverse,True
e x p l o r e,E R O L P X E,explore,EROLPXE,upper_reverse,uppercase+reverse,True
e y e,E Y E,eye,EYE,upper_reverse,uppercase+reverse,True
f a c i l e,E L I C A F,facile,ELICAF,upper_reverse,uppercase+reverse,True
f a i b l e,E L B I A F,faible,ELBIAF,upper_reverse,uppercase+reverse,True
f a m i l i a,A I L I M A F,familia,AILIMAF,upper_reverse,uppercase+reverse,True
f a m i l l e,E L L I M A F,famille,ELLIMAF,upper_reverse,uppercase+reverse,True
f a m i l y,Y L I M A F,family,YLIMAF,upper_reverse,uppercase+reverse,True
f a r,R A F,far,RAF,upper_reverse,uppercase+reverse,True
f a r m e r,R E M R A F,farmer,REMRAF,upper_reverse,uppercase+reverse,True
f a s c i n a t e,E T A N I C S A F,fascinate,ETANICSAF,upper_reverse,uppercase+reverse,True
f a s t,T S A F,fast,TSAF,upper_reverse,uppercase+reverse,True
f a t h e r,R E H T A F,father,REHTAF,upper_reverse,uppercase+reverse,True
f e e l,L E E F,feel,LEEF,upper_reverse,uppercase+reverse,True
f e l i z,Z I L E F,feliz,ZILEF,upper_reverse,uppercase+reverse,True
f e m m e,E M M E F,femme,EMMEF,upper_reverse,uppercase+reverse,True
f e n ê t r e,E R T Ê N E F,fenêtre,ERTÊNEF,upper_reverse,uppercase+reverse,True
f e o,O E F,feo,OEF,upper_reverse,uppercase+reverse,True
f e r m i e r,R E I M R E F,fermier,REIMREF,upper_reverse,uppercase+reverse,True
f e r m é,É M R E F,fermé,ÉMREF,upper_reverse,uppercase+reverse,True
f i l l e,E L L I F,fille,ELLIF,upper_reverse,uppercase+reverse,True
f i l s,S L I F,fils,SLIF,upper_reverse,uppercase+reverse,True
f i n g e r,R E G N I F,finger,REGNIF,upper_reverse,uppercase+reverse,True
f i n i s h,H S I N I F,finish,HSINIF,upper_reverse,uppercase+reverse,True
f i r s t,T S R I F,first,TSRIF,upper_reverse,uppercase+reverse,True
f i s h,H S I F,fish,HSIF,upper_reverse,uppercase+reverse,True
f i v e,E V I F,five,EVIF,upper_reverse,uppercase+reverse,True
f l e u r,R U E L F,fleur,RUELF,upper_reverse,uppercase+reverse,True
f l o r,R O L F,flor,ROLF,upper_reverse,uppercase+reverse,True
f l o w e r,R E W O L F,flower,REWOLF,upper_reverse,uppercase+reverse,True
f l y,Y L F,fly,YLF,upper_reverse,uppercase+reverse,True
f o o d,D O O F,food,DOOF,upper_reverse,uppercase+reverse,True
f o o t,T O O F,foot,TOOF,upper_reverse,uppercase+reverse,True
f o r k,K R O F,fork,KROF,upper_reverse,uppercase+reverse,True
f o r t,T R O F,fort,TROF,upper_reverse,uppercase+reverse,True
f o u r,R U O F,four,RUOF,upper_reverse,uppercase+reverse,True
f o x,X O F,fox,XOF,upper_reverse,uppercase+reverse,True
f r a s e,E S A R F,frase,ESARF,upper_reverse,uppercase+reverse,True
f r e n t e,E T N E R F,frente,ETNERF,upper_reverse,uppercase+reverse,True
f r i e n d,D N E I R F,friend,DNEIRF,upper_reverse,uppercase+reverse,True
f r o i d,D I O R F,froid,DIORF,upper_reverse,uppercase+reverse,True
f r o m a g e,E G A M O R F,fromage,EGAMORF,upper_reverse,uppercase+reverse,True
f r o n t,T N O R F,front,TNORF,upper_reverse,uppercase+reverse,True
f r è r e,E R È R F,frère,ERÈRF,upper_reverse,uppercase+reverse,True
f r í o,O Í R F,frío,OÍRF,upper_reverse,uppercase+reverse,True
f u e r a,A R E U F,fuera,AREUF,upper_reverse,uppercase+reverse,True
f u e r t e,E T R E U F,fuerte,ETREUF,upper_reverse,uppercase+reverse,True
f u l l,L L U F,full,LLUF,upper_reverse,uppercase+reverse,True
f á c i l,L I C Á F,fácil,LICÁF,upper_reverse,uppercase+reverse,True
g a m e,E M A G,game,EMAG,upper_reverse,uppercase+reverse,True
g a r ç o n,N O Ç R A G,garçon,NOÇRAG,upper_reverse,uppercase+reverse,True
g a t o,O T A G,gato,OTAG,upper_reverse,uppercase+reverse,True
g a u c h e,E H C U A G,gauche,EHCUAG,upper_reverse,uppercase+reverse,True
g e n e r a t e,E T A R E N E G,generate,ETARENEG,upper_reverse,uppercase+reverse,True
g i r l,L R I G,girl,LRIG,upper_reverse,uppercase+reverse,True
g i v e,E V I G,give,EVIG,upper_reverse,uppercase+reverse,True
g l a s s,S S A L G,glass,SSALG,upper_reverse,uppercase+reverse,True
g o o d,D O O G,good,DOOG,upper_reverse,uppercase+reverse,True
g o o d b y e,E Y B D O O G,goodbye,EYBDOOG,upper_reverse,uppercase+reverse,True
g o o s e,E S O O G,goose,ESOOG,upper_reverse,uppercase+reverse,True
g r a c i a s,S A I C A R G,gracias,SAICARG,upper_reverse,uppercase+reverse,True
g r a n d,D N A R G,grand,DNARG,upper_reverse,uppercase+reverse,True
g r a n d e,E D N A R G,grande,EDNARG,upper_reverse,uppercase+reverse,True
g r a n d f a t h e r,R E H T A F D N A R G,grandfather,REHTAFDNARG,upper_reverse,uppercase+reverse,True
g r a n d m o t h e r,R E H T O M D N A R G,grandmother,REHTOMDNARG,upper_reverse,uppercase+reverse,True
g r a n j e r o,O R E J N A R G,granjero,OREJNARG,upper_reverse,uppercase+reverse,True
g r a y,Y A R G,gray,YARG,upper_reverse,uppercase+reverse,True
g r e e n,N E E R G,green,NEERG,upper_reverse,uppercase+reverse,True
g r e e t,T E E R G,greet,TEERG,upper_reverse,uppercase+reverse,True
g r i e f,F E I R G,grief,FEIRG,upper_reverse,uppercase+reverse,True
g r i s,S I R G,gris,SIRG,upper_reverse,uppercase+reverse,True
g u l f,F L U G,gulf,FLUG,upper_reverse,uppercase+reverse,True
g u y,Y U G,guy,YUG,upper_reverse,uppercase+reverse,True
h a l f,F L A H,half,FLAH,upper_reverse,uppercase+reverse,True
h a n d,D N A H,hand,DNAH,upper_reverse,uppercase+reverse,True
h a p p y,Y P P A H,happy,YPPAH,upper_reverse,uppercase+reverse,True
h a t e,E T A H,hate,ETAH,upper_reverse,uppercase+reverse,True
h a u t,T U A H,haut,TUAH,upper_reverse,uppercase+reverse,True
h e a d,D A E H,head,DAEH,upper_reverse,uppercase+reverse,True
h e a r,R A E H,hear,RAEH,upper_reverse,uppercase+reverse,True
h e a r t,T R A E H,heart,TRAEH,upper_reverse,uppercase+reverse,True
h e a v y,Y V A E H,heavy,YVAEH,upper_reverse,uppercase+reverse,True
h e l l o,O L L E H,hello,OLLEH,upper_reverse,uppercase+reverse,True
h e l p,P L E H,help,PLEH,upper_reverse,uppercase+reverse,True
h e r m a n a,A N A M R E H,hermana,ANAMREH,upper_reverse,uppercase+reverse,True
h e r m a n o,O N A M R E H,hermano,ONAMREH,upper_reverse,uppercase+reverse,True
h e r m o s o,O S O M R E H,hermoso,OSOMREH,upper_reverse,uppercase+reverse,True
h e r o,O R E H,hero,OREH,upper_reverse,uppercase+reverse,True
h e r o i n e,E N I O R E H,heroine,ENIOREH,upper_reverse,uppercase+reverse,True
h e s i t a t e,E T A T I S E H,hesitate,ETATISEH,upper_reverse,uppercase+reverse,True
h e u r e u x,X U E R U E H,heureux,XUERUEH,upper_reverse,uppercase+reverse,True
h i b e r n a t e,E T A N R E B I H,hibernate,ETANREBIH,upper_reverse,uppercase+reverse,True
h i e r,R E I H,hier,REIH,upper_reverse,uppercase+reverse,True
h i g h,H G I H,high,HGIH,upper_reverse,uppercase+reverse,True
h i j a,A J I H,hija,AJIH,upper_reverse,uppercase+reverse,True
h i j o,O J I H,hijo,OJIH,upper_reverse,uppercase+reverse,True
h i k e,E K I H,hike,EKIH,upper_reverse,uppercase+reverse,True
h o l a,A L O H,hola,ALOH,upper_reverse,uppercase+reverse,True
h o l d,D L O H,hold,DLOH,upper_reverse,uppercase+reverse,True
h o m b r e,E R B M O H,hombre,ERBMOH,upper_reverse,uppercase+reverse,True
h o m m e,E M M O H,homme,EMMOH,upper_reverse,uppercase+reverse,True
h o o f,F O O H,hoof,FOOH,upper_reverse,uppercase+reverse,True
h o p e,E P O H,hope,EPOH,upper_reverse,uppercase+reverse,True
h o r s e,E S R O H,horse,ESROH,upper_reverse,uppercase+reverse,True
h o t,T O H,hot,TOH,upper_reverse,uppercase+reverse,True
h o u s e,E S U O H,house,ESUOH,upper_reverse,uppercase+reverse,True
h o y,Y O H,hoy,YOH,upper_reverse,uppercase+reverse,True
h u i t,T I U H,huit,TIUH,upper_reverse,uppercase+reverse,True
h u n d r e d,D E R D N U H,hundred,DERDNUH,upper_reverse,uppercase+reverse,True
h u n t,T N U H,hunt,TNUH,upper_reverse,uppercase+reverse,True
h u s b a n d,D N A B S U H,husband,DNABSUH,upper_reverse,uppercase+reverse,True
i l l u s t r a t e,E T A R T S U L L I,illustrate,ETARTSULLI,upper_reverse,uppercase+reverse,True
i m a g i n e,E N I G A M I,imagine,ENIGAMI,upper_reverse,uppercase+reverse,True
i m i t a t e,E T A T I M I,imitate,ETATIMI,upper_reverse,uppercase+reverse,True
i m p r o v e,E V O R P M I,improve,EVORPMI,upper_reverse,uppercase+reverse,True
i n c o r p o r a t e,E T A R O P R O C N I,incorporate,ETAROPROCNI,upper_reverse,uppercase+reverse,True
i n f i r m i è r e,E R È I M R I F N I,infirmière,ERÈIMRIFNI,upper_reverse,uppercase+reverse,True
i n i t i a t e,E T A I T I N I,initiate,ETAITINI,upper_reverse,uppercase+reverse,True
i n n o v a t e,E T A V O N N I,innovate,ETAVONNI,upper_reverse,uppercase+reverse,True
i n s i d e,E D I S N I,inside,EDISNI,upper_reverse,uppercase+reverse,True
i n t e g r a t e,E T A R G E T N I,integrate,ETARGETNI,upper_reverse,uppercase+reverse,True
i n v e s t i g a t e,E T A G I T S E V N I,investigate,ETAGITSEVNI,upper_reverse,uppercase+reverse,True
i n v i t e,E T I V N I,invite,ETIVNI,upper_reverse,uppercase+reverse,True
i r r i t a t e,E T A T I R R I,irritate,ETATIRRI,upper_reverse,uppercase+reverse,True
i s s u e,E U S S I,issue,EUSSI,upper_reverse,uppercase+reverse,True
i z q u i e r d o,O D R E I U Q Z I,izquierdo,ODREIUQZI,upper_reverse,uppercase+reverse,True
j a u n e,E N U A J,jaune,ENUAJ,upper_reverse,uppercase+reverse,True
j e u,U E J,jeu,UEJ,upper_reverse,uppercase+reverse,True
j e u n e,E N U E J,jeune,ENUEJ,upper_reverse,uppercase+reverse,True
j o u r,R U O J,jour,RUOJ,upper_reverse,uppercase+reverse,True
j o v e n,N E V O J,joven,NEVOJ,upper_reverse,uppercase+reverse,True
j u e g o,O G E U J,juego,OGEUJ,upper_reverse,uppercase+reverse,True
j u m p,P M U J,jump,PMUJ,upper_reverse,uppercase+reverse,True
k e y,Y E K,key,YEK,upper_reverse,uppercase+reverse,True
k i d n e y,Y E N D I K,kidney,YENDIK,upper_reverse,uppercase+reverse,True
k i n g,G N I K,king,GNIK,upper_reverse,uppercase+reverse,True
k i s s,S S I K,kiss,SSIK,upper_reverse,uppercase+reverse,True
k n e e l,L E E N K,kneel,LEENK,upper_reverse,uppercase+reverse,True
k n i f e,E F I N K,knife,EFINK,upper_reverse,uppercase+reverse,True
k n i g h t,T H G I N K,knight,THGINK,upper_reverse,uppercase+reverse,True
l a d y,Y D A L,lady,YDAL,upper_reverse,uppercase+reverse,True
l a i d,D I A L,laid,DIAL,upper_reverse,uppercase+reverse,True
l a i t,T I A L,lait,TIAL,upper_reverse,uppercase+reverse,True
l a r g e,E G R A L,large,EGRAL,upper_reverse,uppercase+reverse,True
l a r g o,O G R A L,largo,OGRAL,upper_reverse,uppercase+reverse,True
l a s t,T S A L,last,TSAL,upper_reverse,uppercase+reverse,True
l a u g h,H G U A L,laugh,HGUAL,upper_reverse,uppercase+reverse,True
l a w y e r,R E Y W A L,lawyer,REYWAL,upper_reverse,uppercase+reverse,True
l e a f,F A E L,leaf,FAEL,upper_reverse,uppercase+reverse,True
l e a r n,N R A E L,learn,NRAEL,upper_reverse,uppercase+reverse,True
l e a v e,E V A E L,leave,EVAEL,upper_reverse,uppercase+reverse,True
l e c h e,E H C E L,leche,EHCEL,upper_reverse,uppercase+reverse,True
l e f t,T F E L,left,TFEL,upper_reverse,uppercase+reverse,True
l e g,G E L,leg,GEL,upper_reverse,uppercase+reverse,True
l e j o s,S O J E L,lejos,SOJEL,upper_reverse,uppercase+reverse,True
l e n t,T N E L,lent,TNEL,upper_reverse,uppercase+reverse,True
l e n t o,O T N E L,lento,OTNEL,upper_reverse,uppercase+reverse,True
l e t t e r,R E T T E L,letter,RETTEL,upper_reverse,uppercase+reverse,True
l e t t r e,E R T T E L,lettre,ERTTEL,upper_reverse,uppercase+reverse,True
l i b r a r y,Y R A R B I L,library,YRARBIL,upper_reverse,uppercase+reverse,True
l i b r o,O R B I L,libro,ORBIL,upper_reverse,uppercase+reverse,True
l i e,E I L,lie,EIL,upper_reverse,uppercase+reverse,True
l i f e,E F I L,life,EFIL,upper_reverse,uppercase+reverse,True
l i g e r o,O R E G I L,ligero,OREGIL,upper_reverse,uppercase+reverse,True
l i g h t,T H G I L,light,THGIL,upper_reverse,uppercase+reverse,True
l i m p i o,O I P M I L,limpio,OIPMIL,upper_reverse,uppercase+reverse,True
l i s t e n,N E T S I L,listen,NETSIL,upper_reverse,uppercase+reverse,True
l i v e,E V I L,live,EVIL,upper_reverse,uppercase+reverse,True
l i v e r,R E V I L,liver,REVIL,upper_reverse,uppercase+reverse,True
l i v r e,E R V I L,livre,ERVIL,upper_reverse,uppercase+reverse,True
l l e n o,O N E L L,lleno,ONELL,upper_reverse,uppercase+reverse,True
l o a f,F A O L,loaf,FAOL,upper_reverse,uppercase+reverse,True
l o i n,N I O L,loin,NIOL,upper_reverse,uppercase+reverse,True
l o n g,G N O L,long,GNOL,upper_reverse,uppercase+reverse,True
l o r d,D R O L,lord,DROL,upper_reverse,uppercase+reverse,True
l o u r d,D R U O L,lourd,DRUOL,upper_reverse,uppercase+reverse,True
l o v e,E V O L,love,EVOL,upper_reverse,uppercase+reverse,True
l o w,W O L,low,WOL,upper_reverse,uppercase+reverse,True
l u n a,A N U L,luna,ANUL,upper_reverse,uppercase+reverse,True
l u n e,E N U L,lune,ENUL,upper_reverse,uppercase+reverse,True
l u n g,G N U L,lung,GNUL,upper_reverse,uppercase+reverse,True
l é g e r,R E G É L,léger,REGÉL,upper_reverse,uppercase+reverse,True
m a d r e,E R D A M,madre,ERDAM,upper_reverse,uppercase+reverse,True
m a i n,N I A M,main,NIAM,upper_reverse,uppercase+reverse,True
m a i s o n,N O S I A M,maison,NOSIAM,upper_reverse,uppercase+reverse,True
m a k e,E K A M,make,EKAM,upper_reverse,uppercase+reverse,True
m a l o,O L A M,malo,OLAM,upper_reverse,uppercase+reverse,True
m a n,N A M,man,NAM,upper_reverse,uppercase+reverse,True
