input,output,category_name,operations
investigate,ETAGITSEVNI,upper_reverse,uppercase+reverse
invite,ETIVNI,upper_reverse,uppercase+reverse
irritate,ETATIRRI,upper_reverse,uppercase+reverse
issue,EUSSI,upper_reverse,uppercase+reverse
izquierdo,ODREIUQZI,upper_reverse,uppercase+reverse
jaune,ENUAJ,upper_reverse,uppercase+reverse
jeu,UEJ,upper_reverse,uppercase+reverse
jeune,ENUEJ,upper_reverse,uppercase+reverse
jour,RUOJ,upper_reverse,uppercase+reverse
joven,NEVOJ,upper_reverse,uppercase+reverse
juego,OGEUJ,upper_reverse,uppercase+reverse
jump,PMUJ,upper_reverse,uppercase+reverse
key,YEK,upper_reverse,uppercase+reverse
kidney,YENDIK,upper_reverse,uppercase+reverse
king,GNIK,upper_reverse,uppercase+reverse
kiss,SSIK,upper_reverse,uppercase+reverse
kneel,LEENK,upper_reverse,uppercase+reverse
knife,EFINK,upper_reverse,uppercase+reverse
knight,THGINK,upper_reverse,uppercase+reverse
lady,YDAL,upper_reverse,uppercase+reverse
laid,DIAL,upper_reverse,uppercase+reverse
lait,TIAL,upper_reverse,uppercase+reverse
large,EGRAL,upper_reverse,uppercase+reverse
largo,OGRAL,upper_reverse,uppercase+reverse
last,TSAL,upper_reverse,uppercase+reverse
laugh,HGUAL,upper_reverse,uppercase+reverse
lawyer,REYWAL,upper_reverse,uppercase+reverse
leaf,FAEL,upper_reverse,uppercase+reverse
learn,NRAEL,upper_reverse,uppercase+reverse
leave,EVAEL,upper_reverse,uppercase+reverse
leche,EHCEL,upper_reverse,uppercase+reverse
left,TFEL,upper_reverse,uppercase+reverse
leg,GEL,upper_reverse,uppercase+reverse
lejos,SOJEL,upper_reverse,uppercase+reverse
lent,TNEL,upper_reverse,uppercase+reverse
lento,OTNEL,upper_reverse,uppercase+reverse
letter,RETTEL,upper_reverse,uppercase+reverse
lettre,ERTTEL,upper_reverse,uppercase+reverse
library,YRARBIL,upper_reverse,uppercase+reverse
libro,ORBIL,upper_reverse,uppercase+reverse
lie,EIL,upper_reverse,uppercase+reverse
life,EFIL,upper_reverse,uppercase+reverse
ligero,OREGIL,upper_reverse,uppercase+reverse
light,THGIL,upper_reverse,uppercase+reverse
limpio,OIPMIL,upper_reverse,uppercase+reverse
listen,NETSIL,upper_reverse,uppercase+reverse
live,EVIL,upper_reverse,uppercase+reverse
liver,REVIL,upper_reverse,uppercase+reverse
livre,ERVIL,upper_reverse,uppercase+reverse
lleno,ONELL,upper_reverse,uppercase+reverse
loaf,FAOL,upper_reverse,uppercase+reverse
loin,NIOL,upper_reverse,uppercase+reverse
long,GNOL,upper_reverse,uppercase+reverse
lord,DROL,upper_reverse,uppercase+reverse
lourd,DRUOL,upper_reverse,uppercase+reverse
love,EVOL,upper_reverse,uppercase+reverse
low,WOL,upper_reverse,uppercase+reverse
luna,ANUL,upper_reverse,uppercase+reverse
lune,ENUL,upper_reverse,uppercase+reverse
lung,GNUL,upper_reverse,uppercase+reverse
léger,REGÉL,upper_reverse,uppercase+reverse
madre,ERDAM,upper_reverse,uppercase+reverse
main,NIAM,upper_reverse,uppercase+reverse
maison,NOSIAM,upper_reverse,uppercase+reverse
make,EKAM,upper_reverse,uppercase+reverse
malo,OLAM,upper_reverse,uppercase+reverse
man,NAM,upper_reverse,uppercase+reverse
manage,EGANAM,upper_reverse,uppercase+reverse
manager,REGANAM,upper_reverse,uppercase+reverse
mano,ONAM,upper_reverse,uppercase+reverse
manzana,ANAZNAM,upper_reverse,uppercase+reverse
mari,IRAM,upper_reverse,uppercase+reverse
marron,NORRAM,upper_reverse,uppercase+reverse
marrón,NÓRRAM,upper_reverse,uppercase+reverse
mauvais,SIAVUAM,upper_reverse,uppercase+reverse
mañana,ANAÑAM,upper_reverse,uppercase+reverse
meditate,ETATIDEM,upper_reverse,uppercase+reverse
medium,MUIDEM,upper_reverse,uppercase+reverse
meet,TEEM,upper_reverse,uppercase+reverse
merci,ICREM,upper_reverse,uppercase+reverse
mes,SEM,upper_reverse,uppercase+reverse
mesa,ASEM,upper_reverse,uppercase+reverse
mil,LIM,upper_reverse,uppercase+reverse
milk,KLIM,upper_reverse,uppercase+reverse
mille,ELLIM,upper_reverse,uppercase+reverse
mois,SIOM,upper_reverse,uppercase+reverse
monde,EDNOM,upper_reverse,uppercase+reverse
month,HTNOM,upper_reverse,uppercase+reverse
moon,NOOM,upper_reverse,uppercase+reverse
morado,ODAROM,upper_reverse,uppercase+reverse
mosquito,OTIUQSOM,upper_reverse,uppercase+reverse
mot,TOM,upper_reverse,uppercase+reverse
mother,REHTOM,upper_reverse,uppercase+reverse
motivate,ETAVITOM,upper_reverse,uppercase+reverse
mouse,ESUOM,upper_reverse,uppercase+reverse
mouth,HTUOM,upper_reverse,uppercase+reverse
move,EVOM,upper_reverse,uppercase+reverse
mujer,REJUM,upper_reverse,uppercase+reverse
mundo,ODNUM,upper_reverse,uppercase+reverse
muscle,ELCSUM,upper_reverse,uppercase+reverse
music,CISUM,upper_reverse,uppercase+reverse
musician,NAICISUM,upper_reverse,uppercase+reverse
musicien,NEICISUM,upper_reverse,uppercase+reverse
musique,EUQISUM,upper_reverse,uppercase+reverse
mère,ERÈM,upper_reverse,uppercase+reverse
médecin,NICEDÉM,upper_reverse,uppercase+reverse
médico,OCIDÉM,upper_reverse,uppercase+reverse
música,ACISÚM,upper_reverse,uppercase+reverse
músico,OCISÚM,upper_reverse,uppercase+reverse
naranja,AJNARAN,upper_reverse,uppercase+reverse
nariz,ZIRAN,upper_reverse,uppercase+reverse
narrow,WORRAN,upper_reverse,uppercase+reverse
navigate,ETAGIVAN,upper_reverse,uppercase+reverse
near,RAEN,upper_reverse,uppercase+reverse
negotiate,ETAITOGEN,upper_reverse,uppercase+reverse
negro,ORGEN,upper_reverse,uppercase+reverse
nerve,EVREN,upper_reverse,uppercase+reverse
neuf,FUEN,upper_reverse,uppercase+reverse
new,WEN,upper_reverse,uppercase+reverse
nez,ZEN,upper_reverse,uppercase+reverse
night,THGIN,upper_reverse,uppercase+reverse
nine,ENIN,upper_reverse,uppercase+reverse
niña,AÑIN,upper_reverse,uppercase+reverse
niño,OÑIN,upper_reverse,uppercase+reverse
no,ON,upper_reverse,uppercase+reverse
noche,EHCON,upper_reverse,uppercase+reverse
noir,RION,upper_reverse,uppercase+reverse
non,NON,upper_reverse,uppercase+reverse
nose,ESON,upper_reverse,uppercase+reverse
notice,ECITON,upper_reverse,uppercase+reverse
nourriture,ERUTIRRUON,upper_reverse,uppercase+reverse
nouveau,UAEVUON,upper_reverse,uppercase+reverse
nueve,EVEUN,upper_reverse,uppercase+reverse
nuevo,OVEUN,upper_reverse,uppercase+reverse
nuit,TIUN,upper_reverse,uppercase+reverse
nurse,ESRUN,upper_reverse,uppercase+reverse
oasis,SISAO,upper_reverse,uppercase+reverse
ocho,OHCO,upper_reverse,uppercase+reverse
officer,RECIFFO,upper_reverse,uppercase+reverse
oiseau,UAESIO,upper_reverse,uppercase+reverse
ojo,OJO,upper_reverse,uppercase+reverse
old,DLO,upper_reverse,uppercase+reverse
oncle,ELCNO,upper_reverse,uppercase+reverse
one,ENO,upper_reverse,uppercase+reverse
open,NEPO,upper_reverse,uppercase+reverse
operate,ETAREPO,upper_reverse,uppercase+reverse
orange,EGNARO,upper_reverse,uppercase+reverse
oreille,ELLIERO,upper_reverse,uppercase+reverse
oreja,AJERO,upper_reverse,uppercase+reverse
organize,EZINAGRO,upper_reverse,uppercase+reverse
oui,IUO,upper_reverse,uppercase+reverse
outside,EDISTUO,upper_reverse,uppercase+reverse
ouvert,TREVUO,upper_reverse,uppercase+reverse
ouvrier,REIRVUO,upper_reverse,uppercase+reverse
ox,XO,upper_reverse,uppercase+reverse
padre,ERDAP,upper_reverse,uppercase+reverse
page,EGAP,upper_reverse,uppercase+reverse
pain,NIAP,upper_reverse,uppercase+reverse
paint,TNIAP,upper_reverse,uppercase+reverse
painter,RETNIAP,upper_reverse,uppercase+reverse
palabra,ARBALAP,upper_reverse,uppercase+reverse
pan,NAP,upper_reverse,uppercase+reverse
paper,REPAP,upper_reverse,uppercase+reverse
parenthesis,SISEHTNERAP,upper_reverse,uppercase+reverse
participate,ETAPICITRAP,upper_reverse,uppercase+reverse
party,YTRAP,upper_reverse,uppercase+reverse
pauvre,ERVUAP,upper_reverse,uppercase+reverse
pays,SYAP,upper_reverse,uppercase+reverse
país,SÍAP,upper_reverse,uppercase+reverse
pelota,ATOLEP,upper_reverse,uppercase+reverse
pen,NEP,upper_reverse,uppercase+reverse
pencil,LICNEP,upper_reverse,uppercase+reverse
penetrate,ETARTENEP,upper_reverse,uppercase+reverse
pepper,REPPEP,upper_reverse,uppercase+reverse
pequeño,OÑEUQEP,upper_reverse,uppercase+reverse
perro,ORREP,upper_reverse,uppercase+reverse
person,NOSREP,upper_reverse,uppercase+reverse
pesado,ODASEP,upper_reverse,uppercase+reverse
petit,TITEP,upper_reverse,uppercase+reverse
pez,ZEP,upper_reverse,uppercase+reverse
phenomenon,NONEMONEHP,upper_reverse,uppercase+reverse
phone,ENOHP,upper_reverse,uppercase+reverse
photo,OTOHP,upper_reverse,uppercase+reverse
phrase,ESARHP,upper_reverse,uppercase+reverse
piano,ONAIP,upper_reverse,uppercase+reverse
pie,EIP,upper_reverse,uppercase+reverse
pied,DEIP,upper_reverse,uppercase+reverse
pilot,TOLIP,upper_reverse,uppercase+reverse
pimienta,ATNEIMIP,upper_reverse,uppercase+reverse
pink,KNIP,upper_reverse,uppercase+reverse
plate,ETALP,upper_reverse,uppercase+reverse
play,YALP,upper_reverse,uppercase+reverse
player,REYALP,upper_reverse,uppercase+reverse
please,ESAELP,upper_reverse,uppercase+reverse
plein,NIELP,upper_reverse,uppercase+reverse
pobre,ERBOP,upper_reverse,uppercase+reverse
poisson,NOSSIOP,upper_reverse,uppercase+reverse
poivre,ERVIOP,upper_reverse,uppercase+reverse
police,ECILOP,upper_reverse,uppercase+reverse
policía,AÍCILOP,upper_reverse,uppercase+reverse
pomme,EMMOP,upper_reverse,uppercase+reverse
poor,ROOP,upper_reverse,uppercase+reverse
porte,ETROP,upper_reverse,uppercase+reverse
potato,OTATOP,upper_reverse,uppercase+reverse
practice,ECITCARP,upper_reverse,uppercase+reverse
premier,REIMERP,upper_reverse,uppercase+reverse
president,TNEDISERP,upper_reverse,uppercase+reverse
primero,OREMIRP,upper_reverse,uppercase+reverse
primo,OMIRP,upper_reverse,uppercase+reverse
prince,ECNIRP,upper_reverse,uppercase+reverse
princesa,ASECNIRP,upper_reverse,uppercase+reverse
princess,SSECNIRP,upper_reverse,uppercase+reverse
princesse,ESSECNIRP,upper_reverse,uppercase+reverse
profesor,ROSEFORP,upper_reverse,uppercase+reverse
professeur,RUESSEFORP,upper_reverse,uppercase+reverse
promise,ESIMORP,upper_reverse,uppercase+reverse
proof,FOORP,upper_reverse,uppercase+reverse
propre,ERPORP,upper_reverse,uppercase+reverse
près,SÈRP,upper_reverse,uppercase+reverse
príncipe,EPICNÍRP,upper_reverse,uppercase+reverse
puerta,ATREUP,upper_reverse,uppercase+reverse
pull,LLUP,upper_reverse,uppercase+reverse
purple,ELPRUP,upper_reverse,uppercase+reverse
pursue,EUSRUP,upper_reverse,uppercase+reverse
push,HSUP,upper_reverse,uppercase+reverse
página,ANIGÁP,upper_reverse,uppercase+reverse
pájaro,ORAJÁP,upper_reverse,uppercase+reverse
père,ERÈP,upper_reverse,uppercase+reverse
quatre,ERTAUQ,upper_reverse,uppercase+reverse
queen,NEEUQ,upper_reverse,uppercase+reverse
queso,OSEUQ,upper_reverse,uppercase+reverse
radiate,ETAIDAR,upper_reverse,uppercase+reverse
radio,OIDAR,upper_reverse,uppercase+reverse
rapide,EDIPAR,upper_reverse,uppercase+reverse
ray,YAR,upper_reverse,uppercase+reverse
read,DAER,upper_reverse,uppercase+reverse
realize,EZILAER,upper_reverse,uppercase+reverse
receive,EVIECER,upper_reverse,uppercase+reverse
recognize,EZINGOCER,upper_reverse,uppercase+reverse
red,DER,upper_reverse,uppercase+reverse
reef,FEER,upper_reverse,uppercase+reverse
reina,ANIER,upper_reverse,uppercase+reverse
reine,ENIER,upper_reverse,uppercase+reverse
relate,ETALER,upper_reverse,uppercase+reverse
relax,XALER,upper_reverse,uppercase+reverse
repeat,TAEPER,upper_reverse,uppercase+reverse
rescue,EUCSER,upper_reverse,uppercase+reverse
rest,TSER,upper_reverse,uppercase+reverse
rey,YER,upper_reverse,uppercase+reverse
rich,HCIR,upper_reverse,uppercase+reverse
riche,EHCIR,upper_reverse,uppercase+reverse
rico,OCIR,upper_reverse,uppercase+reverse
right,THGIR,upper_reverse,uppercase+reverse
roi,IOR,upper_reverse,uppercase+reverse
rojo,OJOR,upper_reverse,uppercase+reverse
roof,FOOR,upper_reverse,uppercase+reverse
rosa,ASOR,upper_reverse,uppercase+reverse
rose,ESOR,upper_reverse,uppercase+reverse
rotate,ETATOR,upper_reverse,uppercase+reverse
rouge,EGUOR,upper_reverse,uppercase+reverse
rue,EUR,upper_reverse,uppercase+reverse
run,NUR,upper_reverse,uppercase+reverse
runner,RENNUR,upper_reverse,uppercase+reverse
rápido,ODIPÁR,upper_reverse,uppercase+reverse
sad,DAS,upper_reverse,uppercase+reverse
safe,EFAS,upper_reverse,uppercase+reverse
sail,LIAS,upper_reverse,uppercase+reverse
sailor,ROLIAS,upper_reverse,uppercase+reverse
sal,LAS,upper_reverse,uppercase+reverse
sale,ELAS,upper_reverse,uppercase+reverse
salt,TLAS,upper_reverse,uppercase+reverse
scarf,FRACS,upper_reverse,uppercase+reverse
school,LOOHCS,upper_reverse,uppercase+reverse
scientist,TSITNEICS,upper_reverse,uppercase+reverse
see,EES,upper_reverse,uppercase+reverse
seis,SIES,upper_reverse,uppercase+reverse
sel,LES,upper_reverse,uppercase+reverse
self,FLES,upper_reverse,uppercase+reverse
semaine,ENIAMES,upper_reverse,uppercase+reverse
semana,ANAMES,upper_reverse,uppercase+reverse
sentence,ECNETNES,upper_reverse,uppercase+reverse
separate,ETARAPES,upper_reverse,uppercase+reverse
sept,TPES,upper_reverse,uppercase+reverse
seven,NEVES,upper_reverse,uppercase+reverse
share,ERAHS,upper_reverse,uppercase+reverse
sheep,PEEHS,upper_reverse,uppercase+reverse
shelf,FLEHS,upper_reverse,uppercase+reverse
short,TROHS,upper_reverse,uppercase+reverse
shout,TUOHS,upper_reverse,uppercase+reverse
siete,ETEIS,upper_reverse,uppercase+reverse
silla,ALLIS,upper_reverse,uppercase+reverse
sing,GNIS,upper_reverse,uppercase+reverse
singer,REGNIS,upper_reverse,uppercase+reverse
sister,RETSIS,upper_reverse,uppercase+reverse
sit,TIS,upper_reverse,uppercase+reverse
six,XIS,upper_reverse,uppercase+reverse
skate,ETAKS,upper_reverse,uppercase+reverse
ski,IKS,upper_reverse,uppercase+reverse
sleep,PEELS,upper_reverse,uppercase+reverse
slow,WOLS,upper_reverse,uppercase+reverse
small,LLAMS,upper_reverse,uppercase+reverse
smell,LLEMS,upper_reverse,uppercase+reverse
smile,ELIMS,upper_reverse,uppercase+reverse
sol,LOS,upper_reverse,uppercase+reverse
soldado,ODADLOS,upper_reverse,uppercase+reverse
soldat,TADLOS,upper_reverse,uppercase+reverse
soldier,REIDLOS,upper_reverse,uppercase+reverse
soleil,LIELOS,upper_reverse,uppercase+reverse
son,NOS,upper_reverse,uppercase+reverse
song,GNOS,upper_reverse,uppercase+reverse
spoon,NOOPS,upper_reverse,uppercase+reverse
sport,TROPS,upper_reverse,uppercase+reverse
stand,DNATS,upper_reverse,uppercase+reverse
star,RATS,upper_reverse,uppercase+reverse
start,TRATS,upper_reverse,uppercase+reverse
stimulate,ETALUMITS,upper_reverse,uppercase+reverse
stomach,HCAMOTS,upper_reverse,uppercase+reverse
stop,POTS,upper_reverse,uppercase+reverse
story,YROTS,upper_reverse,uppercase+reverse
street,TEERTS,upper_reverse,uppercase+reverse
stretch,HCTERTS,upper_reverse,uppercase+reverse
strong,GNORTS,upper_reverse,uppercase+reverse
student,TNEDUTS,upper_reverse,uppercase+reverse
studio,OIDUTS,upper_reverse,uppercase+reverse
study,YDUTS,upper_reverse,uppercase+reverse
sucio,OICUS,upper_reverse,uppercase+reverse
sucre,ERCUS,upper_reverse,uppercase+reverse
sugar,RAGUS,upper_reverse,uppercase+reverse
sun,NUS,upper_reverse,uppercase+reverse
surprise,ESIRPRUS,upper_reverse,uppercase+reverse
swim,MIWS,upper_reverse,uppercase+reverse
swimmer,REMMIWS,upper_reverse,uppercase+reverse
sí,ÍS,upper_reverse,uppercase+reverse
sœur,RUŒS,upper_reverse,uppercase+reverse
table,ELBAT,upper_reverse,uppercase+reverse
tailor,ROLIAT,upper_reverse,uppercase+reverse
take,EKAT,upper_reverse,uppercase+reverse
talk,KLAT,upper_reverse,uppercase+reverse
tante,ETNAT,upper_reverse,uppercase+reverse
taste,ETSAT,upper_reverse,uppercase+reverse
tea,AET,upper_reverse,uppercase+reverse
teach,HCAET,upper_reverse,uppercase+reverse
teacher,REHCAET,upper_reverse,uppercase+reverse
temps,SPMET,upper_reverse,uppercase+reverse
ten,NET,upper_reverse,uppercase+reverse
terminate,ETANIMRET,upper_reverse,uppercase+reverse
thesis,SISEHT,upper_reverse,uppercase+reverse
thief,FEIHT,upper_reverse,uppercase+reverse
think,KNIHT,upper_reverse,uppercase+reverse
thousand,DNASUOHT,upper_reverse,uppercase+reverse
three,EERHT,upper_reverse,uppercase+reverse
throw,WORHT,upper_reverse,uppercase+reverse
thé,ÉHT,upper_reverse,uppercase+reverse
tiempo,OPMEIT,upper_reverse,uppercase+reverse
time,EMIT,upper_reverse,uppercase+reverse
today,YADOT,upper_reverse,uppercase+reverse
toe,EOT,upper_reverse,uppercase+reverse
tolerate,ETARELOT,upper_reverse,uppercase+reverse
tomato,OTAMOT,upper_reverse,uppercase+reverse
tomorrow,WORROMOT,upper_reverse,uppercase+reverse
tooth,HTOOT,upper_reverse,uppercase+reverse
touch,HCUOT,upper_reverse,uppercase+reverse
toy,YOT,upper_reverse,uppercase+reverse
trabajador,RODAJABART,upper_reverse,uppercase+reverse
translate,ETALSNART,upper_reverse,uppercase+reverse
travel,LEVART,upper_reverse,uppercase+reverse
treat,TAERT,upper_reverse,uppercase+reverse
tree,EERT,upper_reverse,uppercase+reverse
tres,SERT,upper_reverse,uppercase+reverse
triste,ETSIRT,upper_reverse,uppercase+reverse
trois,SIORT,upper_reverse,uppercase+reverse
two,OWT,upper_reverse,uppercase+reverse
té,ÉT,upper_reverse,uppercase+reverse
tête,ETÊT,upper_reverse,uppercase+reverse
tía,AÍT,upper_reverse,uppercase+reverse
tío,OÍT,upper_reverse,uppercase+reverse
ugly,YLGU,upper_reverse,uppercase+reverse
un,NU,upper_reverse,uppercase+reverse
uncle,ELCNU,upper_reverse,uppercase+reverse
unite,ETINU,upper_reverse,uppercase+reverse
uno,ONU,upper_reverse,uppercase+reverse
up,PU,upper_reverse,uppercase+reverse
vacío,OÍCAV,upper_reverse,uppercase+reverse
validate,ETADILAV,upper_reverse,uppercase+reverse
value,EULAV,upper_reverse,uppercase+reverse
vein,NIEV,upper_reverse,uppercase+reverse
ventana,ANATNEV,upper_reverse,uppercase+reverse
verde,EDREV,upper_reverse,uppercase+reverse
vert,TREV,upper_reverse,uppercase+reverse
vibrate,ETARBIV,upper_reverse,uppercase+reverse
vide,EDIV,upper_reverse,uppercase+reverse
video,OEDIV,upper_reverse,uppercase+reverse
viejo,OJEIV,upper_reverse,uppercase+reverse
vieux,XUEIV,upper_reverse,uppercase+reverse
villain,NIALLIV,upper_reverse,uppercase+reverse
ville,ELLIV,upper_reverse,uppercase+reverse
vin,NIV,upper_reverse,uppercase+reverse
vino,ONIV,upper_reverse,uppercase+reverse
violet,TELOIV,upper_reverse,uppercase+reverse
voiture,ERUTIOV,upper_reverse,uppercase+reverse
volcano,ONACLOV,upper_reverse,uppercase+reverse
wait,TIAW,upper_reverse,uppercase+reverse
walk,KLAW,upper_reverse,uppercase+reverse
wash,HSAW,upper_reverse,uppercase+reverse
watch,HCTAW,upper_reverse,uppercase+reverse
water,RETAW,upper_reverse,uppercase+reverse
way,YAW,upper_reverse,uppercase+reverse
weak,KAEW,upper_reverse,uppercase+reverse
week,KEEW,upper_reverse,uppercase+reverse
wharf,FRAHW,upper_reverse,uppercase+reverse
whisper,REPSIHW,upper_reverse,uppercase+reverse
white,ETIHW,upper_reverse,uppercase+reverse
wide,EDIW,upper_reverse,uppercase+reverse
wife,EFIW,upper_reverse,uppercase+reverse
window,WODNIW,upper_reverse,uppercase+reverse
wine,ENIW,upper_reverse,uppercase+reverse
wolf,FLOW,upper_reverse,uppercase+reverse
woman,NAMOW,upper_reverse,uppercase+reverse
word,DROW,upper_reverse,uppercase+reverse
work,KROW,upper_reverse,uppercase+reverse
worker,REKROW,upper_reverse,uppercase+reverse
world,DLROW,upper_reverse,uppercase+reverse
write,ETIRW,upper_reverse,uppercase+reverse
writer,RETIRW,upper_reverse,uppercase+reverse
year,RAEY,upper_reverse,uppercase+reverse
yellow,WOLLEY,upper_reverse,uppercase+reverse
yes,SEY,upper_reverse,uppercase+reverse
yesterday,YADRETSEY,upper_reverse,uppercase+reverse
young,GNUOY,upper_reverse,uppercase+reverse
árbol,LOBRÁ,upper_reverse,uppercase+reverse
école,ELOCÉ,upper_reverse,uppercase+reverse
étoile,ELIOTÉ,upper_reverse,uppercase+reverse
étroit,TIORTÉ,upper_reverse,uppercase+reverse
étudiant,TNAIDUTÉ,upper_reverse,uppercase+reverse
último,OMITLÚ,upper_reverse,uppercase+reverse
œil,LIŒ,upper_reverse,uppercase+reverse
AFGHANISTAN,natsinahgfa,lower_reverse,lowercase+reverse
ALBANIA,ainabla,lower_reverse,lowercase+reverse
ALGERIA,airegla,lower_reverse,lowercase+reverse
ANDORRA,arrodna,lower_reverse,lowercase+reverse
ANGOLA,alogna,lower_reverse,lowercase+reverse
ARGENTINA,anitnegra,lower_reverse,lowercase+reverse
ARMENIA,ainemra,lower_reverse,lowercase+reverse
AUSTRALIA,ailartsua,lower_reverse,lowercase+reverse
AUSTRIA,airtsua,lower_reverse,lowercase+reverse
AZERBAIJAN,najiabreza,lower_reverse,lowercase+reverse
BAHAMAS,samahab,lower_reverse,lowercase+reverse
BAHRAIN,niarhab,lower_reverse,lowercase+reverse
BANGLADESH,hsedalgnab,lower_reverse,lowercase+reverse
BARBADOS,sodabrab,lower_reverse,lowercase+reverse
BELARUS,suraleb,lower_reverse,lowercase+reverse
BELGIUM,muigleb,lower_reverse,lowercase+reverse
BELIZE,ezileb,lower_reverse,lowercase+reverse
